 wait,sum,asum,max,swap,total
0.00000,10.7483,0.00000,0.285373,51.4301,62.4638
0.00000,11.2748,0.00000,0.309321,44.7208,56.3049
0.00000,10.0420,0.00000,0.271029,40.2210,50.5340
0.00000,12.4430,0.00000,0.276870,51.0330,63.7529
0.00000,10.1117,0.00000,0.271657,50.7754,61.1587
0.00000,6.25671,0.00000,0.139630,35.2845,41.6808
0.00000,10.2576,0.00000,0.285606,54.7958,65.3391
0.00000,12.9819,0.00000,0.303555,52.7505,66.0359
