 wait,sum,asum,max,swap,total
0.00000,0.838133,0.00000,0.109714E-2,1.55160,2.39083
0.00000,0.915790,0.00000,0.149089E-2,1.45697,2.37425
0.00000,0.943237,0.00000,0.142783E-2,1.99141,2.93608
0.00000,0.940341,0.00000,0.150641E-2,1.97857,2.92042
